seed,generation,individual_id,parent1_id,parent2_id,tf_concentration,num_active_tfs,trajectory_variability
2024494734,1,1,,,3.4067,1,11.6046
2024494734,1,2,,,11.9038,2,34.976
2024494734,1,3,,,18.6233,4,28.5688
2024494734,1,4,,,10.8543,1,50.3076
2024494734,1,5,,,9.494,2,16.5117
2024494734,1,6,,,12.1621,2,25.8867
2024494734,1,7,,,20.0192,3,53.3049
2024494734,1,8,,,2.5966,1,8.8223
2024494734,1,9,,,21.2357,3,35.3749
2024494734,1,10,,,2.0364,1,2.7196
2024494734,1,11,,,18.561,4,57.895
2024494734,1,12,,,6.7306,1,15.2931
2024494734,1,13,,,4.1577,2,15.1453
2024494734,1,14,,,1.8826,1,10.6678
2024494734,1,15,,,5.5007,2,14.2655
2024494734,1,16,,,7.1759,2,9.8869
2024494734,1,17,,,13.1871,3,30.6889
2024494734,1,18,,,7.9814,1,25.9003
2024494734,1,19,,,5.3663,1,7.5782
2024494734,1,20,,,8.0856,3,17.9534
2024494734,1,21,,,17.1564,4,33.8881
2024494734,1,22,,,1.9262,1,3.2572
2024494734,1,23,,,11.6686,3,43.5419
2024494734,1,24,,,16.5311,4,51.1633
2024494734,1,25,,,3.9975,1,48.9585
2024494734,1,26,,,0.4662,0,2.6953
2024494734,1,27,,,17.9072,3,27.9535
2024494734,1,28,,,10.8152,2,23.7862
2024494734,1,29,,,9.0882,3,37.4246
2024494734,1,30,,,8.8239,2,39.8727
2024494734,1,31,,,5.8491,2,39.4681
2024494734,1,32,,,3.1666,1,4.4912
2024494734,1,33,,,35.2152,3,96.1418
2024494734,1,34,,,1.5438,0,6.7218
2024494734,1,35,,,14.4524,2,34.4064
2024494734,1,36,,,14.3286,3,29.231
2024494734,1,37,,,6.1114,1,32.1461
2024494734,1,38,,,9.1462,2,33.5852
2024494734,1,39,,,14.6908,2,44.7726
2024494734,1,40,,,0.6066,0,2.2258
2024494734,1,41,,,6.8958,3,13.8702
2024494734,1,42,,,7.8009,3,25.9692
2024494734,1,43,,,1.8216,1,2.7231
2024494734,1,44,,,26.0254,4,51.9538
2024494734,1,45,,,6.4531,2,25.7495
2024494734,1,46,,,15.4238,2,36.5889
2024494734,1,47,,,23.5456,3,36.5178
2024494734,1,48,,,0.285,0,5.4494
2024494734,1,49,,,17.3707,3,48.9513
2024494734,1,50,,,17.3377,2,53.7477
2024494734,1,51,,,12.8499,3,22.1043
2024494734,1,52,,,10.3373,2,21.5163
2024494734,1,53,,,1.918,1,2.29
2024494734,1,54,,,7.9266,2,20.7841
2024494734,1,55,,,0.0,0,0.4897
2024494734,1,56,,,3.9706,1,15.1697
2024494734,1,57,,,15.3348,4,40.6007
2024494734,1,58,,,0.3751,0,1.5576
2024494734,1,59,,,3.2713,1,8.912
2024494734,1,60,,,14.5169,2,70.3696
2024494734,1,61,,,10.1348,2,18.216
2024494734,1,62,,,10.9145,3,37.187
2024494734,1,63,,,19.8997,4,32.0578
2024494734,1,64,,,6.2184,2,26.5023
2024494734,1,65,,,23.0086,3,54.7197
2024494734,1,66,,,4.0002,1,11.1041
2024494734,1,67,,,9.5747,3,18.895
2024494734,1,68,,,13.5549,3,47.2914
2024494734,1,69,,,2.875,1,2.519
2024494734,1,70,,,29.1686,3,68.9159
2024494734,1,71,,,9.355,3,22.288
2024494734,1,72,,,24.8775,3,60.2535
2024494734,1,73,,,9.353,3,7.5239
2024494734,1,74,,,4.6198,2,6.0372
2024494734,1,75,,,10.8372,3,31.8584
2024494734,1,76,,,21.2247,4,47.3744
2024494734,1,77,,,4.7507,2,15.1565
2024494734,1,78,,,7.9773,2,27.0265
2024494734,1,79,,,24.8838,3,30.8085
2024494734,1,80,,,5.6531,2,13.2756
2024494734,1,81,,,12.5316,2,60.1895
2024494734,1,82,,,35.4178,4,70.0528
2024494734,1,83,,,11.6459,3,19.5621
2024494734,1,84,,,2.8471,1,2.9501
