seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
2000041698,2,101,47,65,0,12,0.0,12.066,0,2,0.0,2566.6447
2000041698,2,102,60,84,4,11,2.4194,12.7078,1,4,860.7497,3518.6247
2000041698,2,103,4,9,0,6,0.0,10.4526,0,0,0.0,2330.357
2000041698,2,104,29,48,4,10,5.7876,8.5654,0,0,1169.0464,1741.7901
2000041698,2,105,77,60,14,10,11.5622,10.3014,1,1,2766.9398,2282.9757
2000041698,2,106,40,25,8,16,8.8332,12.7044,0,1,1545.5819,2956.8289
2000041698,2,107,91,70,0,12,13.311,34.0617,1,1,2962.2195,6223.2086
2000041698,2,108,54,84,17,12,23.0298,10.6096,2,2,6208.4379,3052.7625
2000041698,2,109,1,45,14,11,26.2265,7.835,4,2,4679.7629,1869.4002
2000041698,2,110,77,29,9,8,8.4264,7.427,2,2,1970.3463,1795.0959
2000041698,2,111,18,84,9,13,4.448,8.8145,2,2,2398.2116,1725.005
2000041698,2,112,18,96,4,9,2.7097,13.5221,1,2,1011.7692,3006.088
2000041698,2,113,33,82,9,12,9.4661,4.3405,1,0,2159.5423,1438.7928
2000041698,2,114,86,100,10,13,6.173,14.0617,0,1,944.8119,3266.8592
2000041698,2,115,65,50,6,14,3.7598,9.898,1,0,845.6883,3258.465
2000041698,2,116,15,41,10,11,16.2117,15.1431,2,2,3486.0686,3532.9398
2000041698,2,117,85,79,2,6,6.4103,1.3073,1,0,1438.9805,370.3228
2000041698,2,118,1,85,0,8,5.49,20.6236,0,0,1225.2606,3678.3127
2000041698,2,119,41,82,0,7,0.0,8.8776,0,1,0.0,3058.4937
2000041698,2,120,52,1,3,8,7.2059,21.5043,2,1,559.9515,4127.6443
2000041698,2,121,85,43,3,3,8.6362,3.0914,3,2,1844.1444,679.7188
2000041698,2,122,65,33,7,12,8.3129,12.887,2,0,1831.9207,2109.9406
2000041698,2,123,75,18,13,10,2.3119,6.5365,0,3,1142.4741,1248.3924
2000041698,2,124,77,32,13,5,8.4706,8.8144,1,2,2970.5476,2152.9717
2000041698,2,125,9,79,13,11,5.5935,10.0821,0,2,1168.4917,1610.4177
2000041698,2,126,15,40,0,11,0.0,8.5895,0,1,0.0,2574.4505
2000041698,2,127,86,50,13,17,7.7842,11.4407,1,2,1766.2311,2587.7206
2000041698,2,128,91,48,5,12,16.4777,11.7236,0,0,3998.3324,1860.1328
2000041698,2,129,1,65,9,11,26.9152,10.2598,3,2,5050.9172,1705.2615
2000041698,2,130,99,79,8,7,4.6692,2.1182,2,2,1474.2584,781.3743
2000041698,2,131,23,29,9,10,14.5961,10.9954,2,0,2741.8632,2262.6745
2000041698,2,132,40,91,0,14,0.0,20.8537,0,1,0.0,4238.771
2000041698,2,133,99,44,6,6,5.7034,1.7019,3,1,1735.8329,613.4013
2000041698,2,134,77,11,16,7,21.9019,23.2951,0,2,4593.3988,4583.3439
2000041698,2,135,91,82,7,16,25.6557,10.9153,2,3,5557.3777,3452.1834
2000041698,2,136,19,69,0,17,1.8428,14.9991,0,2,630.5625,2940.601
2000041698,2,137,45,44,14,18,34.3659,39.4329,2,3,6631.0345,8333.0704
