seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
1675610640,2,101,19,80,12,8,1.283,2.7108,0,1,1925.0235,815.1873
1675610640,2,102,87,4,12,9,2.1503,3.889,2,1,755.6081,1380.7903
1675610640,2,103,75,39,15,14,18.0989,6.5896,3,1,4574.7297,1764.4323
1675610640,2,104,87,49,9,5,2.79,2.4854,2,1,1634.2956,1538.6873
1675610640,2,105,89,93,13,14,1.6927,5.1468,0,2,1618.9851,2628.9272
1675610640,2,106,47,19,8,11,7.5452,1.065,3,0,2872.3221,2411.4701
1675610640,2,107,52,80,8,11,12.4304,14.6079,1,1,2238.4065,2526.0945
1675610640,2,108,48,76,13,12,9.5074,9.3773,2,0,2508.8515,2407.6588
1675610640,2,109,89,65,0,14,0.0,4.5718,0,1,0.0,1918.8171
1675610640,2,110,47,12,9,14,4.7597,8.3422,2,2,1982.5678,2349.7175
1675610640,2,111,88,96,11,14,3.2228,8.3818,2,2,1119.9987,1793.6368
1675610640,2,112,33,47,11,11,5.1565,7.7169,2,3,2117.8086,3018.2871
1675610640,2,113,87,93,9,11,3.2936,4.0388,1,2,1924.8508,2950.1512
1675610640,2,114,11,12,3,9,5.9144,9.8519,1,1,1968.1906,3066.649
1675610640,2,115,61,96,13,11,8.4407,10.9441,2,0,2968.4341,1860.5505
1675610640,2,116,26,24,10,9,4.9527,6.2117,1,1,1352.6899,1208.9023
1675610640,2,117,38,23,10,10,8.9587,6.3598,2,2,2885.9689,2792.7346
1675610640,2,118,26,80,10,8,4.0407,1.5782,1,0,1925.806,572.5713
1675610640,2,119,30,51,0,11,0.0,1.3113,0,0,0.0,2859.5568
1675610640,2,120,82,67,10,10,10.9193,9.2151,3,2,2392.3964,2305.0778
1675610640,2,121,37,12,10,13,13.632,7.0294,3,2,2315.1819,2237.7153
1675610640,2,122,78,30,11,9,5.0923,2.714,3,2,3182.4549,3044.655
1675610640,2,123,97,52,0,3,0.0053,2.6003,0,1,44.3141,617.468
1675610640,2,124,4,49,0,5,3.0603,3.9594,0,2,873.0572,1851.9366
1675610640,2,125,33,38,7,17,10.3409,19.8387,1,3,3242.3758,5431.3466
1675610640,2,126,41,96,6,7,2.9785,4.7198,2,0,861.6883,1541.5325
1675610640,2,127,90,93,12,14,8.9005,16.8759,1,1,1785.7384,3435.926
1675610640,2,128,95,88,0,9,1.9046,6.4051,0,1,122.8334,1458.3432
1675610640,2,129,99,49,0,11,0.0,5.4214,0,1,0.0,1894.3796
1675610640,2,130,49,22,4,10,3.98,4.566,2,1,2072.3643,2512.7526
1675610640,2,131,87,67,8,3,6.0096,3.6391,2,0,1354.5669,781.7979
1675610640,2,132,60,38,15,16,7.6236,2.2121,1,1,5437.9441,4527.043
1675610640,2,133,48,86,1,6,0.7382,0.6964,0,1,201.5771,210.0439
1675610640,2,134,23,98,16,18,8.7187,5.5263,2,0,1179.1654,1087.9142
1675610640,2,135,18,82,5,6,2.3913,5.28,1,2,1195.6888,1514.9554
1675610640,2,136,90,93,11,13,10.3097,2.3449,0,0,5283.4944,1753.8986
1675610640,2,137,49,21,11,10,14.2197,13.6453,2,2,2419.3482,2539.1404
1675610640,2,138,18,47,4,11,3.4748,5.9515,1,3,952.8513,2668.2447
1675610640,2,139,22,82,8,14,9.6456,12.5091,2,3,2424.1215,2685.622
1675610640,2,140,23,95,13,9,0.8323,9.4016,0,3,1930.7812,2123.8716
1675610640,2,141,89,96,13,8,4.7561,5.6309,3,1,2053.901,1673.7328
