seed,generation,individual_id,parent1_id,parent2_id,tf_concentration,num_active_tfs,trajectory_variability
3510944332,1,1,,,16.2901,2,28.0641
3510944332,1,2,,,46.4126,3,84.1237
3510944332,1,3,,,8.5365,3,17.9293
3510944332,1,4,,,9.4277,3,14.7971
3510944332,1,5,,,6.7625,2,38.3671
3510944332,1,6,,,13.7347,2,42.0433
3510944332,1,7,,,4.244,2,24.8292
3510944332,1,8,,,8.2607,2,28.6583
3510944332,1,9,,,22.8845,3,55.2392
3510944332,1,10,,,2.6937,1,5.9063
3510944332,1,11,,,16.5695,3,36.6639
3510944332,1,12,,,2.8373,1,11.3372
3510944332,1,13,,,1.6131,1,1.7131
3510944332,1,14,,,1.0365,0,8.7941
3510944332,1,15,,,2.6452,1,20.47
3510944332,1,16,,,28.9722,3,71.7012
3510944332,1,17,,,1.102,1,4.4605
3510944332,1,18,,,9.7666,2,31.5586
3510944332,1,19,,,9.6195,3,24.4975
3510944332,1,20,,,29.7789,3,29.2709
3510944332,1,21,,,3.8801,1,26.3149
3510944332,1,22,,,5.0164,1,3.2495
3510944332,1,23,,,19.1392,3,30.8932
3510944332,1,24,,,7.1403,3,36.0352
3510944332,1,25,,,30.0042,3,62.9126
3510944332,1,26,,,7.8299,2,37.7202
3510944332,1,27,,,4.5032,2,11.9414
3510944332,1,28,,,32.2534,3,49.7834
3510944332,1,29,,,4.7301,1,7.2619
3510944332,1,30,,,24.8592,4,44.187
3510944332,1,31,,,3.8706,1,34.4739
3510944332,1,32,,,2.9701,1,3.8515
3510944332,1,33,,,18.618,3,47.5178
3510944332,1,34,,,4.5348,2,9.321
3510944332,1,35,,,6.9103,2,37.975
3510944332,1,36,,,1.8578,1,4.7688
3510944332,1,37,,,6.8477,1,9.2883
3510944332,1,38,,,2.424,2,9.8081
3510944332,1,39,,,3.6095,2,4.7659
3510944332,1,40,,,18.2574,3,33.0717
3510944332,1,41,,,15.9687,3,48.8329
3510944332,1,42,,,35.4312,3,63.5034
3510944332,1,43,,,4.2011,2,32.5895
3510944332,1,44,,,11.2696,3,27.1605
3510944332,1,45,,,5.9437,2,20.2122
3510944332,1,46,,,1.9579,1,15.819
3510944332,1,47,,,21.9848,2,53.6208
3510944332,1,48,,,5.6781,2,8.2639
3510944332,1,49,,,4.8873,1,16.1337
3510944332,1,50,,,7.2978,2,16.9764
3510944332,1,51,,,22.2963,3,36.1533
3510944332,1,52,,,12.3677,2,13.4858
3510944332,1,53,,,1.6825,1,3.3025
3510944332,1,54,,,9.0096,3,12.3232
3510944332,1,55,,,24.7549,3,64.9633
3510944332,1,56,,,17.5674,3,44.532
3510944332,1,57,,,11.4463,3,39.1758
3510944332,1,58,,,9.8398,3,34.2341
3510944332,1,59,,,19.3693,3,48.4602
3510944332,1,60,,,15.6756,2,69.4969
3510944332,1,61,,,3.5222,1,20.7719
3510944332,1,62,,,7.3443,2,38.82
3510944332,1,63,,,0.4032,0,4.45
3510944332,1,64,,,10.9135,3,33.4339
3510944332,1,65,,,1.9477,1,3.0542
3510944332,1,66,,,15.2175,2,38.9799
3510944332,1,67,,,8.228,2,12.7358
3510944332,1,68,,,21.436,3,33.4035
3510944332,1,69,,,7.4022,3,29.3861
3510944332,1,70,,,11.929,3,28.233
3510944332,1,71,,,3.3131,1,10.0668
3510944332,1,72,,,5.6252,2,30.4393
3510944332,1,73,,,3.9198,1,10.9385
3510944332,1,74,,,3.2236,2,3.2508
3510944332,1,75,,,35.2526,3,84.9217
3510944332,1,76,,,26.1564,3,84.2746
3510944332,1,77,,,2.7817,2,5.1717
3510944332,1,78,,,6.3192,3,19.8246
3510944332,1,79,,,17.1817,4,19.1547
3510944332,1,80,,,3.5188,2,12.6411
3510944332,1,81,,,2.3954,1,5.6679
3510944332,1,82,,,19.9765,4,46.4043
3510944332,1,83,,,1.664,1,2.4072
3510944332,1,84,,,0.8176,0,1.5023
3510944332,1,85,,,6.6789,1,5.0311
3510944332,1,86,,,8.24,3,11.4887
3510944332,1,87,,,11.8931,2,29.7378
3510944332,1,88,,,4.6567,2,9.2896
3510944332,1,89,,,29.301,3,101.6012
3510944332,1,90,,,19.076,3,65.0976
3510944332,1,91,,,7.4425,2,12.5296
3510944332,1,92,,,12.5187,3,36.1524
3510944332,1,93,,,10.5537,3,28.1827
3510944332,1,94,,,1.9786,1,2.2216
3510944332,1,95,,,16.3638,3,36.0334
3510944332,1,96,,,8.5436,2,31.6101
3510944332,1,97,,,9.6469,3,36.2331
3510944332,1,98,,,13.8254,3,22.6124
3510944332,1,99,,,12.6021,2,42.7881
3510944332,1,100,,,2.6666,1,2.4831
3510944332,2,101,91,78,3.4958,1,10.3506
3510944332,2,102,21,78,1.4929,1,2.4453
3510944332,2,103,78,68,5.4439,3,13.7019
3510944332,2,104,8,71,7.6453,2,25.7276
3510944332,2,105,16,91,2.1599,1,2.0829
3510944332,2,106,14,60,4.6544,1,21.522
3510944332,2,107,24,7,15.3407,3,50.9321
3510944332,2,108,4,29,14.7904,3,35.3929
3510944332,2,109,55,48,7.7364,2,5.8502
3510944332,2,110,43,85,3.7895,3,7.8633
3510944332,2,111,44,29,1.9397,1,12.8311
3510944332,2,112,9,24,6.9573,2,34.0645
3510944332,2,113,16,14,6.6797,1,27.6889
3510944332,2,114,57,28,49.5736,3,94.9577
3510944332,2,115,4,90,4.3018,1,9.1075
3510944332,2,116,82,92,29.4262,3,57.941
3510944332,2,117,92,18,14.3986,2,46.7209
3510944332,2,118,90,16,5.3149,2,2.1634
3510944332,2,119,44,68,9.7301,2,26.3837
3510944332,2,120,68,24,9.135,3,40.2477
3510944332,2,121,18,16,15.2323,3,42.2954
3510944332,2,122,82,90,32.4759,3,85.9372
3510944332,2,123,28,82,10.3214,2,56.4601
3510944332,2,124,33,85,5.9925,3,28.8271
3510944332,2,125,28,93,40.0907,3,52.0598
3510944332,2,126,96,58,14.4928,2,48.1272
3510944332,2,127,52,56,2.205,1,4.7825
3510944332,2,128,56,87,11.9645,3,41.5968
3510944332,2,129,44,78,18.5934,3,43.8791
3510944332,2,130,15,7,11.2772,5,22.4777
3510944332,2,131,33,82,32.9335,4,113.5305
3510944332,2,132,87,52,12.7654,2,57.9399
3510944332,2,133,78,75,18.155,3,46.7832
3510944332,2,134,82,38,8.9971,2,22.8306
3510944332,2,135,4,24,3.7223,1,4.3379
3510944332,2,136,78,28,15.74,4,31.3369
3510944332,2,137,16,8,5.2024,2,17.778
3510944332,2,138,33,91,1.5732,0,3.3556
3510944332,2,139,8,23,18.3237,3,39.9573
3510944332,2,140,8,29,4.397,1,8.534
