seed,generation,individual_id,parent1_id,parent2_id,tf_concentration,num_active_tfs,trajectory_variability
3623061707,1,1,,,0.9322,0,3.2478
3623061707,1,2,,,7.2065,3,33.0656
3623061707,1,3,,,0.8023,0,14.8385
3623061707,1,4,,,0.8098,0,9.7635
3623061707,1,5,,,2.0753,2,38.1725
3623061707,1,6,,,0.5591,0,23.2327
3623061707,1,7,,,2.8465,1,26.4791
3623061707,1,8,,,1.1205,0,71.3337
3623061707,1,9,,,4.9494,1,41.6284
3623061707,1,10,,,1.4598,1,25.3523
3623061707,1,11,,,0.0003,0,1.6997
3623061707,1,12,,,2.8117,1,25.2863
3623061707,1,13,,,3.0779,1,42.8406
3623061707,1,14,,,0.9147,0,2.1165
3623061707,1,15,,,0.0016,0,7.0868
3623061707,1,16,,,2.8536,1,34.4672
3623061707,1,17,,,4.5154,2,21.6861
3623061707,1,18,,,5.5563,1,73.0366
3623061707,1,19,,,9.4279,1,56.4914
3623061707,1,20,,,1.4996,1,2.1972
3623061707,1,21,,,2.0538,1,7.7162
3623061707,1,22,,,2.3838,1,91.7774
3623061707,1,23,,,1.6077,1,23.399
3623061707,1,24,,,4.8754,2,41.1726
3623061707,1,25,,,3.4009,2,29.5852
3623061707,1,26,,,2.1482,1,11.7179
3623061707,1,27,,,1.5295,1,13.5392
3623061707,1,28,,,6.2379,2,17.9081
3623061707,1,29,,,0.2458,0,31.0578
3623061707,1,30,,,7.3862,3,51.09
3623061707,1,31,,,1.2571,1,6.4343
3623061707,1,32,,,0.9278,0,21.1368
3623061707,1,33,,,1.6,1,3.0
3623061707,1,34,,,0.0016,0,12.3366
3623061707,1,35,,,11.6675,2,81.7225
3623061707,1,36,,,4.9151,2,24.3856
3623061707,1,37,,,0.3712,0,13.9513
3623061707,1,38,,,1.9437,1,15.5321
3623061707,1,39,,,13.2962,3,57.5733
3623061707,1,40,,,0.2514,0,3.1986
3623061707,1,41,,,4.4523,2,20.4985
3623061707,1,42,,,10.6704,3,55.2034
3623061707,1,43,,,3.4835,2,44.5186
3623061707,1,44,,,0.6193,0,1.7407
3623061707,1,45,,,1.506,1,51.2324
3623061707,1,46,,,0.7266,0,6.103
3623061707,1,47,,,0.455,0,4.8734
3623061707,1,48,,,0.0003,0,4.3097
3623061707,1,49,,,2.2957,1,20.2402
3623061707,1,50,,,27.9302,3,87.8095
3623061707,1,51,,,12.6875,3,78.661
3623061707,1,52,,,6.9002,2,51.1625
3623061707,1,53,,,3.0989,1,14.1796
3623061707,1,54,,,11.4676,3,64.4892
3623061707,1,55,,,1.1161,1,28.0396
3623061707,1,56,,,3.8188,1,39.4258
3623061707,1,57,,,0.8824,0,6.604
3623061707,1,58,,,1.1754,1,14.5891
3623061707,1,59,,,0.9916,0,25.1778
3623061707,1,60,,,3.4843,2,51.549
3623061707,1,61,,,4.8158,1,48.7937
3623061707,1,62,,,3.9476,1,50.5923
3623061707,1,63,,,0.2037,0,20.5579
3623061707,1,64,,,1.0596,0,35.8367
3623061707,1,65,,,0.6084,0,8.1431
3623061707,1,66,,,4.6861,2,51.4356
3623061707,1,67,,,14.4624,1,41.5883
3623061707,1,68,,,1.4723,1,32.6005
3623061707,1,69,,,7.7009,1,57.2832
3623061707,1,70,,,4.6178,1,26.807
3623061707,1,71,,,6.6754,2,31.5727
3623061707,1,72,,,1.6552,1,2.9948
3623061707,1,73,,,10.3263,2,54.9729
3623061707,1,74,,,7.4842,2,26.5661
3623061707,1,75,,,1.8173,1,2.8854
3623061707,1,76,,,1.3444,1,23.4336
3623061707,1,77,,,18.8904,3,72.0235
3623061707,1,78,,,0.7784,0,27.3603
3623061707,1,79,,,0.6666,0,17.6231
3623061707,1,80,,,4.4147,3,44.6577
3623061707,1,81,,,1.648,1,10.8278
3623061707,1,82,,,20.979,3,83.9722
3623061707,1,83,,,7.0234,2,53.6797
3623061707,1,84,,,3.0502,2,41.8039
3623061707,1,85,,,6.116,1,44.7639
3623061707,1,86,,,0.7725,0,12.0598
3623061707,1,87,,,5.5708,2,100.8061
3623061707,1,88,,,0.6052,0,63.7355
3623061707,1,89,,,6.6197,2,34.929
3623061707,1,90,,,16.7197,2,66.5968
3623061707,1,91,,,9.4989,1,54.3537
3623061707,1,92,,,6.2872,2,18.56
3623061707,1,93,,,2.5858,1,13.7656
3623061707,1,94,,,9.2356,2,82.6608
3623061707,1,95,,,9.7134,2,83.2019
3623061707,1,96,,,7.1964,2,58.2721
3623061707,1,97,,,6.5771,2,66.8913
3623061707,1,98,,,9.4304,2,57.3277
3623061707,1,99,,,3.2857,1,39.8524
3623061707,1,100,,,1.493,1,15.9849
3623061707,2,101,8,45,8.9229,3,77.5746
3623061707,2,102,10,12,4.6844,1,6.3656
3623061707,2,103,4,32,0.8873,0,3.0642
3623061707,2,104,23,30,4.5381,2,51.2108
3623061707,2,105,91,30,8.4961,1,29.2991
3623061707,2,106,10,51,2.4356,1,2.6798
3623061707,2,107,3,23,0.2407,0,5.7793
3623061707,2,108,9,10,14.1166,2,88.2917
3623061707,2,109,2,65,5.6929,1,5.9021
3623061707,2,110,9,48,5.7077,1,18.8489
3623061707,2,111,42,48,11.3382,3,43.9053
3623061707,2,112,50,30,6.7697,1,37.7211
3623061707,2,113,91,45,37.4297,3,76.798
3623061707,2,114,13,12,4.8905,2,46.4716
3623061707,2,115,10,2,0.1108,0,5.2426
3623061707,2,116,91,49,1.7517,1,36.379
3623061707,2,117,22,87,6.9494,2,20.5004
3623061707,2,118,65,49,0.6746,0,3.0754
3623061707,2,119,74,2,15.1118,3,65.4433
3623061707,2,120,33,91,1.6,1,3.0
3623061707,2,121,57,62,0.0009,0,5.7355
3623061707,2,122,8,4,0.4813,0,41.8327
3623061707,2,123,51,30,7.1413,1,84.9992
3623061707,2,124,28,33,24.4603,4,104.9924
3623061707,2,125,13,80,0.0006,0,3.5796
3623061707,2,126,48,89,1.9249,0,40.9499
3623061707,2,127,22,42,0.0019,0,11.8708
3623061707,2,128,23,59,0.0006,0,3.5894
3623061707,2,129,3,12,2.3312,1,4.3734
3623061707,2,130,80,73,4.3536,3,31.6832
3623061707,2,131,80,51,3.7298,2,27.317
3623061707,2,132,48,13,0.2907,0,3.8793
3623061707,2,133,73,18,0.9099,0,15.5322
3623061707,2,134,22,20,8.6554,2,49.3772
3623061707,2,135,8,2,5.2967,2,58.9019
3623061707,2,136,70,46,0.8507,0,3.768
3623061707,2,137,33,32,14.4342,3,76.7962
3623061707,2,138,45,30,1.3322,1,15.7846
3623061707,2,139,46,33,12.4264,2,45.881
3623061707,2,140,97,45,7.8923,2,53.9515
3623061707,2,141,94,12,1.0746,0,19.2748
3623061707,2,142,80,58,3.2454,2,56.8757
3623061707,2,143,30,61,8.2436,1,54.0649
