seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
741426186,2,101,84,26,13,15,8.2375,4.624,1,1,2630.398,1311.5609
741426186,2,102,4,6,9,12,2.9978,2.5914,1,3,1282.2956,1071.1635
741426186,2,103,78,98,11,13,6.5054,6.1858,1,0,2521.7237,1626.1349
741426186,2,104,33,91,12,9,3.2907,3.2351,2,1,753.0008,1058.3453
741426186,2,105,75,10,8,8,11.5167,11.5222,1,1,2242.5097,2152.6222
741426186,2,106,36,96,6,14,10.291,11.2576,1,2,2048.1594,3896.9638
741426186,2,107,92,61,7,6,7.4249,5.4608,2,2,2103.2541,1497.9899
741426186,2,108,8,76,0,3,0.0,0.2474,0,1,0.0,85.0352
741426186,2,109,81,98,15,13,0.7419,9.0393,1,3,2101.6896,2092.0191
741426186,2,110,38,52,12,13,9.9649,9.9482,2,3,2209.858,2849.6831
741426186,2,111,33,16,9,9,3.887,1.7583,0,0,858.3368,954.3503
741426186,2,112,21,59,12,10,9.9941,1.5836,3,0,2535.8477,1597.0428
741426186,2,113,83,21,15,17,10.3453,5.232,0,1,1874.7367,1248.6619
741426186,2,114,92,98,7,14,5.4768,3.068,0,1,1186.9451,702.4875
741426186,2,115,93,92,15,15,5.8779,1.9584,1,0,3758.5708,2703.2454
741426186,2,116,44,24,5,13,4.8714,15.6057,2,2,1278.4418,3059.3124
741426186,2,117,69,26,9,8,3.0098,4.6641,2,1,1320.155,1458.5677
741426186,2,118,76,92,9,7,6.4892,4.6226,2,1,2510.6974,883.2676
741426186,2,119,59,87,10,8,3.1384,2.5893,1,1,1782.8662,1266.8229
741426186,2,120,6,67,8,12,10.0019,10.7235,1,2,2812.6937,2466.0431
741426186,2,121,6,82,7,16,1.6984,5.3211,2,2,615.5349,2320.1898
741426186,2,122,24,17,8,12,6.4288,19.7896,0,2,839.0677,3118.546
741426186,2,123,92,78,8,12,7.9001,8.986,2,2,2210.6994,3542.9834
741426186,2,124,36,61,16,11,8.6131,6.1735,1,2,2633.3747,2196.9609
741426186,2,125,78,58,11,12,5.5982,5.8449,1,2,2589.5645,1688.4862
741426186,2,126,75,38,8,3,1.6416,3.0829,0,2,1065.7821,1104.9854
741426186,2,127,18,81,13,13,10.5221,2.295,3,1,1301.5764,2172.2619
741426186,2,128,98,89,8,12,7.2888,5.3642,0,2,1063.9332,2040.6071
741426186,2,129,21,24,16,10,11.9542,16.3459,2,1,3692.289,2973.1466
741426186,2,130,16,69,5,4,4.6225,3.9215,2,2,1810.1975,1013.0345
741426186,2,131,80,84,13,8,6.6398,2.3247,2,1,2613.7917,1144.1195
741426186,2,132,94,8,11,1,3.9751,0.9469,2,0,2545.8217,232.1563
741426186,2,133,56,21,0,14,0.0,7.7351,0,1,0.0,3035.9263
741426186,2,134,69,57,9,10,7.1246,2.5062,1,0,3239.1852,2389.1584
741426186,2,135,58,42,14,19,4.1795,6.3162,2,2,1937.4498,2233.5132
741426186,2,136,26,61,11,10,1.8053,3.7709,0,1,686.1696,1552.4822
741426186,2,137,94,55,5,11,1.4999,4.6283,0,2,702.7325,1924.03
741426186,2,138,26,24,9,10,4.8599,18.4242,1,3,1310.7936,2897.7243
741426186,2,139,66,96,12,11,8.5776,11.4045,1,1,1746.6706,2420.0146
741426186,2,140,18,75,13,7,11.723,1.8903,3,1,1273.5057,1561.9405
741426186,2,141,96,59,7,9,6.0842,2.1816,2,1,1322.2532,1258.3414
741426186,2,142,98,21,9,13,9.9266,12.2381,3,4,2376.5489,4073.7167
741426186,2,143,9,33,12,15,17.4157,12.2182,4,2,1192.614,1730.9025
741426186,2,144,83,81,13,12,5.1723,11.2045,1,1,1589.4936,3496.5637
741426186,2,145,51,33,10,9,3.8766,3.8711,2,2,1900.3293,914.55
741426186,2,146,56,14,19,17,5.4642,10.0016,0,3,3882.232,5256.3678
741426186,2,147,98,48,8,20,1.7867,8.4568,0,2,540.7469,1939.2697
741426186,2,148,9,75,3,9,7.2186,5.6831,2,1,1277.0647,1555.7163
741426186,2,149,27,81,5,14,0.33,0.5248,0,0,581.2487,1583.0083
741426186,2,150,33,98,16,8,2.6784,6.9496,1,2,1206.879,1202.0722
741426186,2,151,80,61,9,8,5.3617,6.5757,1,3,1759.4659,2264.7089
