seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
2068761028,2,101,56,63,13,10,4.0299,2.3665,0,1,2785.4326,1206.1016
2068761028,2,102,32,14,10,9,6.0865,2.5116,2,0,2652.9244,1717.9493
2068761028,2,103,15,63,11,17,8.1905,7.5003,0,1,2057.0855,2306.7851
2068761028,2,104,100,88,2,13,1.9519,7.6664,1,3,643.9583,3493.5147
2068761028,2,105,32,70,14,16,4.7907,1.8436,2,0,2359.0281,2176.61
2068761028,2,106,78,100,2,7,0.3548,1.5515,0,0,210.1109,772.8252
2068761028,2,107,99,31,11,8,2.3745,3.3849,1,1,1149.4752,1372.9062
2068761028,2,108,73,89,13,14,9.4407,13.528,1,3,2995.7188,3778.3852
2068761028,2,109,99,94,4,7,0.9572,5.6088,1,2,547.0231,1389.102
2068761028,2,110,41,25,13,18,19.2839,24.958,1,2,4248.4184,5112.6764
2068761028,2,111,26,32,9,14,3.921,3.8062,1,2,868.7819,731.1513
2068761028,2,112,14,91,5,6,0.9688,3.4336,0,1,682.7214,1965.6982
2068761028,2,113,99,90,7,5,1.4081,1.9793,0,1,786.5048,1093.1653
2068761028,2,114,70,26,6,6,1.6564,0.2712,1,0,1044.015,712.5743
2068761028,2,115,93,79,0,7,0.0,6.5305,0,1,0.6305,1906.5792
2068761028,2,116,24,41,15,17,9.9347,12.6173,2,0,2097.1216,2068.2159
2068761028,2,117,42,61,13,17,19.5951,18.8936,0,1,6091.4205,6109.9184
2068761028,2,118,92,41,4,20,2.2327,8.8656,1,1,889.3674,2292.1
2068761028,2,119,32,44,0,16,0.4382,15.5549,1,1,99.713,4633.6625
2068761028,2,120,95,1,11,17,4.4192,4.4101,1,2,2165.7945,2905.7706
2068761028,2,121,79,44,5,20,3.4545,14.3679,2,1,857.2093,4536.8699
2068761028,2,122,25,90,14,19,4.3644,1.229,1,0,1999.0043,1880.6306
2068761028,2,123,33,66,7,10,1.7838,6.1616,1,3,1330.9785,2276.4296
2068761028,2,124,76,49,7,2,5.9255,0.8121,1,0,2043.3437,310.4874
2068761028,2,125,99,78,6,10,5.5278,5.0371,2,2,1755.5837,1178.3962
2068761028,2,126,51,66,2,8,2.1092,5.1621,1,2,720.0269,1540.2215
