seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
3623061707,2,101,8,45,15,18,17.5994,9.6653,2,1,5031.8858,2556.5394
3623061707,2,102,10,12,12,12,0.9863,12.4864,0,2,1038.3007,2938.1853
3623061707,2,103,4,3,7,8,3.4164,3.3786,2,1,692.0703,1270.4191
3623061707,2,104,23,30,12,13,13.3376,13.0054,2,1,3251.1188,2863.2651
3623061707,2,105,8,30,12,11,19.5426,17.8438,2,1,5369.1695,4135.3067
3623061707,2,106,10,12,9,10,3.5424,15.2417,0,2,1536.1949,3436.6649
3623061707,2,107,61,23,11,11,4.8477,4.3184,2,0,1379.1007,885.1868
3623061707,2,108,9,10,22,13,28.9011,17.3507,1,1,6043.2266,3343.5528
3623061707,2,109,43,65,17,15,26.8529,32.0167,0,2,3389.047,5112.7274
3623061707,2,110,22,86,12,9,9.1171,4.0828,2,1,3087.788,1083.4176
3623061707,2,111,42,48,10,7,10.7626,20.0142,1,2,1746.3595,3746.6492
3623061707,2,112,73,30,10,10,31.0449,14.7664,3,3,6568.8765,3115.3892
3623061707,2,113,9,45,11,13,11.3165,14.1929,0,0,2426.4463,3320.0843
3623061707,2,114,4,12,10,16,43.94,31.5696,2,1,6167.883,4915.0239
3623061707,2,115,42,19,13,11,4.3075,17.2856,0,1,1718.1526,3102.7104
3623061707,2,116,91,49,6,12,9.2149,11.6568,1,0,2138.031,2587.9411
3623061707,2,117,22,39,13,13,25.8821,24.252,2,1,4899.5446,3996.3918
3623061707,2,118,65,39,5,7,2.6754,12.4271,0,2,657.9104,2419.2792
3623061707,2,119,61,2,8,10,5.913,14.2079,1,2,2184.262,2447.9064
3623061707,2,120,33,45,0,14,0.0,20.8524,0,2,0.0,5018.9458
3623061707,2,121,61,62,12,9,5.3713,8.9473,1,2,2011.1575,2207.2046
3623061707,2,122,18,4,12,12,11.9508,12.0449,0,1,2209.4583,2267.822
3623061707,2,123,48,30,0,10,0.0,13.5246,0,2,0.0,2762.9659
3623061707,2,124,80,33,12,10,8.1472,6.778,1,1,1911.0881,1775.9431
3623061707,2,125,18,80,17,14,20.183,5.6471,0,0,3253.6494,1522.2502
3623061707,2,126,80,89,13,13,15.0837,28.1906,2,3,2734.0599,5210.8988
3623061707,2,127,22,42,12,10,14.5424,20.0022,4,4,3931.4234,4036.857
3623061707,2,128,23,58,5,15,7.3196,32.0791,3,3,1877.5707,3567.1175
3623061707,2,129,65,12,8,12,21.6074,8.8139,2,0,3393.2623,1791.7775
3623061707,2,130,22,73,14,13,10.471,22.855,2,3,2389.5679,4476.4311
3623061707,2,131,80,18,17,12,18.5333,16.5653,0,0,3558.226,3188.8797
3623061707,2,132,43,13,15,18,3.7908,4.4508,2,1,1677.2158,2196.8757
3623061707,2,133,73,18,7,18,20.9812,23.3644,1,1,4875.4249,4116.6121
3623061707,2,134,58,20,14,6,26.9747,5.5475,1,2,3462.2593,2224.5249
3623061707,2,135,50,94,13,12,25.158,12.6093,2,1,3977.2049,3956.9659
3623061707,2,136,70,46,14,9,11.5571,14.273,0,3,2336.7001,1544.2569
3623061707,2,137,33,49,8,8,16.8949,12.7848,3,1,3935.3474,2311.8827
3623061707,2,138,45,30,15,11,17.3497,10.8741,1,1,4078.8922,2326.5336
3623061707,2,139,46,33,7,8,18.6252,17.8947,2,1,3977.0553,4313.0007
3623061707,2,140,47,45,5,15,11.1095,13.9069,2,2,2224.8242,3516.2196
3623061707,2,141,94,12,12,11,10.0066,10.7474,0,0,2619.5825,2469.0782
3623061707,2,142,80,58,1,23,0.8871,21.8657,0,1,530.9243,3887.1511
3623061707,2,143,30,61,14,12,7.373,13.3887,0,3,2039.9717,2511.2536
3623061707,2,144,26,67,8,6,9.8489,10.004,1,2,2743.0282,1772.2645
3623061707,2,145,23,14,3,6,4.0111,9.7409,1,3,1194.7828,2691.2502
3623061707,2,146,36,51,16,16,17.0835,12.5451,1,0,4368.1434,2030.9574
3623061707,2,147,43,95,12,11,4.8691,13.8991,0,0,1338.0157,2927.8327
3623061707,2,148,73,64,9,9,16.7992,9.5868,1,1,4080.5774,1609.99
3623061707,2,149,12,91,12,3,11.9398,8.8708,0,1,2242.0588,1526.2591
3623061707,2,150,77,40,9,4,19.5403,2.406,2,0,5156.3669,1110.4282
3623061707,2,151,50,43,13,14,16.6406,11.684,1,0,2954.2675,1435.1374
3623061707,2,152,93,33,16,14,5.0716,7.7528,1,2,1048.4911,1489.5917
3623061707,2,153,73,80,9,11,17.0439,13.3927,2,2,4178.508,3118.648
3623061707,2,154,77,91,5,7,3.1849,17.5497,0,1,1929.9946,3133.2712
3623061707,2,155,93,39,10,12,13.4988,6.9298,1,0,2537.6405,1254.5868
3623061707,2,156,42,1,11,5,16.4552,2.5653,2,1,3387.5158,1001.3283
3623061707,2,157,77,58,19,23,19.6267,16.2764,2,1,5711.8938,2480.628
3623061707,2,158,11,76,12,12,22.7137,21.2561,2,2,4851.9183,4070.557
3623061707,2,159,81,45,12,19,9.1275,10.1706,0,1,1936.6585,2766.0024
3623061707,2,160,23,8,8,12,11.7154,18.3566,2,2,2276.0372,3827.1683
3623061707,2,161,50,10,10,10,29.7245,11.5703,2,1,5105.9799,1818.172
3623061707,2,162,12,89,8,10,8.2026,19.3993,0,1,2356.3121,4259.4815
3623061707,2,163,8,80,14,17,1.9114,6.8247,0,1,1479.6272,1983.0202
3623061707,2,164,12,22,11,9,13.3478,6.9727,2,1,2756.4703,2628.7678
